incident_id,opened_date,priority,service,category,summary,description,root_cause,resolution,status,assignment_group
INC100885,08-12-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100886,11-03-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100887,19-01-2025,P3,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100888,01-05-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Resolved,Messaging Team
INC100889,23-10-2024,P4,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100890,24-08-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100891,04-02-2025,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100892,20-03-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100893,02-03-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100894,03-04-2024,P1,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100895,12-07-2024,P3,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Resolved,IAM Team
INC100896,14-04-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100897,20-08-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Resolved,Messaging Team
INC100898,03-01-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100899,17-05-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100900,27-04-2024,P2,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Resolved,Cloud Ops
INC100901,24-10-2024,P2,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100902,20-06-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100903,18-01-2025,P3,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100904,01-10-2024,P2,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100905,01-06-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100906,02-02-2024,P1,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100907,04-12-2024,P4,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100908,17-03-2024,P4,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
INC100909,05-06-2024,P1,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100910,27-10-2024,P1,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
INC100911,21-01-2024,P1,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100912,10-06-2024,P2,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100913,15-11-2024,P4,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Resolved,Messaging Team
INC100914,03-10-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
